,prompt,sections,output,temperature,response_length
0,Who is the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,2.5,154
,prompt,sections,output,temperature,response_length
0,Who is the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None,10.0,154
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,154
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,196
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,235
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,303
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,392
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None.,0.0,392
,prompt,sections,output,temperature,response_length
0,Who was the mayor of London?,"['Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.', 'Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace.""]",None,0.0,392
,prompt,sections,output,temperature,response_length
0,Who was mayor of London in the text?,"['Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace."", 'Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.']",,0.0,1
,prompt,sections,output,temperature,response_length
0,Who was mayor of London in the text?,"['Section_32:  When King Edward V approached the city, he was received reverently by Edmund Shaa, the mayor, and the other aldermen. They rode with him into the city, and he entered on the fourth day of May./n :  Section_32: When the King approached near to the city, Edmund Shaa, goldsmith then mayor, with William White and John Mathew, sheriffs, and all the other aldermen in scarlet, with five hundred horse of the citizens in violet, received him reverently at Hornsey, and riding from thence, accompanied him in to the city, which he entered the fourth day of May, the first and last year of his reign.', ""Section_137:  The Mayor, Aldermen, and chief commoners of the city, along with the Duke of Buckingham and other noblemen, knights, and gentlemen, assembled at Baynard's Castle to speak with the Lord Protector about a great matter. :  Section_137: Then on the morrow after, the Mayor with all the Aldermen and chief commoners of the city,  in their best manner appareled, assembling themselves together, resorted unto Baynard's Castle where the Protector lay. To which place repaired also, according to their appointment, the Duke of Buckingham with diverse noble men with him, besides many knights and other gentlemen. And thereupon, the Duke sent word unto the Lord Protector of there being a great and honorable company  to move a great matter unto his Grace."", 'Section_100:  Edmund Shaa, Mayor of London, and John Shaa, clerk and brother to the Mayor, were among those who took counsel to frame the city to their appetite. Friar Penker, Provincial of the Augustine Friars, was also among those taking counsel. All three were considered to be of great learning, but of more fame than learning. :  Section_100: Among whom, they made of counsel Edmund Shaa, knight, then Mayor of London, who upon trust of his own advancement, whereof he was of a proud heart highly desirous, should frame the city to their appetite. Of clergy men they took such as had intelligence and were in authority among the people for opinion of their learning, and had no scrupulous conscience. Among these had they John Shaa, clerk, brother to the Mayor, and Friar Penker, Provincial of the Augustine Friars, both doctors of divinity, both great preachers, both of more learning than virtue, of more fame than learning. For they were before greatly esteemed among the people, but after that never.']",None,0.0,371
,prompt,sections,output,temperature,response_length
